Order_ID,Customer_Name,Category,Sub_Category,City,Order_Date,Region,Sales,Discount,Profit,State,Profit_Margin,Sales_Category,Profit_Status
OD2830,Suresh,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,,East,896,0.33,340.48,Tamil Nadu,38.0,High,Profitable
OD2831,Esther,Beverages,Soft Drinks,Madurai,,East,1042,0.13,177.14,Tamil Nadu,17.0,Very High,Profitable
OD2832,Suresh,Snacks,Chocolates,Kanyakumari,2015-05-10,East,1272,0.17,343.44,Tamil Nadu,27.0,Very High,Profitable
OD2833,Peer,Fruits & Veggies,Fresh Fruits,Virudhunagar,2016-12-05,East,2438,0.12,341.32,Tamil Nadu,13.999999999999998,Very High,Profitable
OD2834,Hafiz,Food Grains,Atta & Flour,Krishnagiri,,East,2258,0.18,699.98,Tamil Nadu,31.0,Very High,Profitable
OD2835,Shah,Oil & Masala,Spices,Tirunelveli,,East,2296,0.14,298.48,Tamil Nadu,13.0,Very High,Profitable
OD2836,Jonas,Beverages,Soft Drinks,Madurai,,East,734,0.17,286.26,Tamil Nadu,39.0,High,Profitable
OD2837,Suresh,Bakery,Cakes,Tirunelveli,2017-11-10,East,2439,0.25,1073.16,Tamil Nadu,44.00000000000001,Very High,Profitable
OD2838,Malik,Food Grains,Rice,Madurai,,East,1287,0.18,77.22,Tamil Nadu,6.0,Very High,Profitable
OD2839,Amrish,Bakery,Biscuits,Dindigul,,East,1733,0.15,450.58,Tamil Nadu,26.0,Very High,Profitable
OD2840,Jonas,Snacks,Cookies,Ramanadhapuram,2018-11-05,East,1424,0.17,356.0,Tamil Nadu,25.0,Very High,Profitable
OD2841,Sharon,Food Grains,Organic Staples,Pudukottai,2015-03-05,East,2433,0.24,608.25,Tamil Nadu,25.0,Very High,Profitable
OD2842,Komal,"Eggs, Meat & Fish",Mutton,Bodi,2015-03-11,East,1008,0.1,423.36,Tamil Nadu,42.00000000000001,Very High,Profitable
OD2843,Willams,Oil & Masala,Edible Oil & Ghee,Pudukottai,,East,1075,0.25,268.75,Tamil Nadu,25.0,Very High,Profitable
OD2844,Vince,Snacks,Cookies,Karur,,East,1599,0.12,303.81,Tamil Nadu,19.0,Very High,Profitable
OD2845,Alan,Bakery,Breads & Buns,Salem,2015-12-01,East,1230,0.29,430.5,Tamil Nadu,35.0,Very High,Profitable
OD2846,Rumaiza,"Eggs, Meat & Fish",Chicken,Coimbatore,,East,954,0.19,381.6,Tamil Nadu,40.0,High,Profitable
OD2847,Ram,Food Grains,Dals & Pulses,Ramanadhapuram,,East,1526,0.14,167.86,Tamil Nadu,11.000000000000002,Very High,Profitable
OD2848,Alan,Beverages,Health Drinks,Chennai,,East,561,0.12,100.98,Tamil Nadu,18.0,High,Profitable
OD2849,Harish,Bakery,Breads & Buns,Tenkasi,2018-09-04,East,1976,0.23,671.84,Tamil Nadu,34.0,Very High,Profitable
OD2850,Hussain,"Eggs, Meat & Fish",Fish,Trichy,,East,918,0.21,137.7,Tamil Nadu,15.0,High,Profitable
OD2851,Anu,Oil & Masala,Edible Oil & Ghee,Theni,,East,2065,0.26,805.35,Tamil Nadu,39.0,Very High,Profitable
OD2852,Ganesh,Food Grains,Atta & Flour,Ooty,,East,1606,0.3,690.58,Tamil Nadu,43.00000000000001,Very High,Profitable
OD2853,Shree,Bakery,Breads & Buns,Ramanadhapuram,2018-09-04,East,2448,0.3,734.4,Tamil Nadu,30.0,Very High,Profitable
OD2854,Harish,Oil & Masala,Masalas,Cumbum,,East,1182,0.35,460.98,Tamil Nadu,39.0,Very High,Profitable
OD2855,Willams,Food Grains,Dals & Pulses,Bodi,2016-12-05,East,1563,0.35,656.46,Tamil Nadu,42.00000000000001,Very High,Profitable
OD2856,Ravi,"Eggs, Meat & Fish",Eggs,Kanyakumari,,East,839,0.25,50.34,Tamil Nadu,6.000000000000001,High,Profitable
OD2857,Sudha,Food Grains,Organic Staples,Krishnagiri,,East,720,0.24,216.0,Tamil Nadu,30.0,High,Profitable
OD2858,Sundar,Bakery,Breads & Buns,Kanyakumari,,East,921,0.24,147.36,Tamil Nadu,16.0,High,Profitable
OD2859,Harish,Bakery,Biscuits,Nagercoil,2017-11-03,South,691,0.29,48.37,Tamil Nadu,6.999999999999999,High,Profitable
OD2860,Rumaiza,Beverages,Soft Drinks,Chennai,,South,988,0.32,355.68,Tamil Nadu,36.0,High,Profitable
OD2861,Ramesh,"Eggs, Meat & Fish",Mutton,Chennai,,South,1884,0.19,584.04,Tamil Nadu,31.0,Very High,Profitable
OD2862,Roshan,"Eggs, Meat & Fish",Mutton,Nagercoil,,South,1645,0.24,115.15,Tamil Nadu,7.000000000000001,Very High,Profitable
OD2863,Sundar,Fruits & Veggies,Organic Vegetables,Salem,2018-12-09,South,1297,0.33,479.89,Tamil Nadu,37.0,Very High,Profitable
OD2864,Amrish,Beverages,Soft Drinks,Bodi,,South,665,0.34,246.05,Tamil Nadu,37.0,High,Profitable
OD2865,Vince,Snacks,Cookies,Krishnagiri,2017-05-01,South,1020,0.14,306.0,Tamil Nadu,30.0,Very High,Profitable
OD2866,Esther,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,2015-05-05,South,2240,0.13,918.4,Tamil Nadu,41.0,Very High,Profitable
OD2867,Rumaiza,Beverages,Soft Drinks,Cumbum,,South,2257,0.28,857.66,Tamil Nadu,38.0,Very High,Profitable
OD2868,Haseena,Beverages,Health Drinks,Vellore,,South,1122,0.14,157.08,Tamil Nadu,14.000000000000002,Very High,Profitable
OD2869,Krithika,Food Grains,Dals & Pulses,Ooty,2018-12-09,South,2374,0.32,284.88,Tamil Nadu,12.0,Very High,Profitable
OD2870,Yusuf,Snacks,Chocolates,Chennai,,South,904,0.19,153.68,Tamil Nadu,17.0,High,Profitable
OD2871,Roshan,Snacks,Noodles,Kanyakumari,,South,959,0.15,95.9,Tamil Nadu,10.0,High,Profitable
OD2872,Harish,Oil & Masala,Masalas,Krishnagiri,2018-12-09,South,561,0.23,145.86,Tamil Nadu,26.0,High,Profitable
OD2873,Vince,Bakery,Breads & Buns,Krishnagiri,,South,534,0.15,208.26,Tamil Nadu,38.99999999999999,High,Profitable
OD2874,Suresh,Fruits & Veggies,Organic Vegetables,Vellore,2017-05-01,South,773,0.3,123.68,Tamil Nadu,16.0,High,Profitable
OD2875,James,Beverages,Health Drinks,Ramanadhapuram,,South,2396,0.3,119.8,Tamil Nadu,5.0,Very High,Profitable
OD2876,Anu,Oil & Masala,Masalas,Vellore,2015-05-05,South,1898,0.19,360.62,Tamil Nadu,19.0,Very High,Profitable
OD2877,Veena,Bakery,Biscuits,Cumbum,,South,779,0.27,109.06,Tamil Nadu,14.000000000000002,High,Profitable
OD2878,Shree,Beverages,Health Drinks,Coimbatore,2016-11-08,South,1409,0.14,211.35,Tamil Nadu,15.0,Very High,Profitable
OD2879,Roshan,Food Grains,Atta & Flour,Virudhunagar,,South,690,0.22,48.3,Tamil Nadu,6.999999999999999,High,Profitable
OD2880,Rumaiza,Food Grains,Atta & Flour,Pudukottai,,South,1135,0.26,249.7,Tamil Nadu,22.0,Very High,Profitable
OD2881,Alan,Food Grains,Rice,Madurai,,South,2406,0.27,625.56,Tamil Nadu,25.999999999999996,Very High,Profitable
OD2882,Vince,Oil & Masala,Edible Oil & Ghee,Namakkal,2017-11-03,South,558,0.11,189.72,Tamil Nadu,34.0,High,Profitable
OD2883,Ganesh,"Eggs, Meat & Fish",Chicken,Nagercoil,,South,1243,0.28,198.88,Tamil Nadu,16.0,Very High,Profitable
OD2884,Jonas,Food Grains,Atta & Flour,Theni,,South,2287,0.33,343.05,Tamil Nadu,15.0,Very High,Profitable
OD2885,Ganesh,"Eggs, Meat & Fish",Fish,Ooty,2017-05-01,South,743,0.11,104.02,Tamil Nadu,13.999999999999998,High,Profitable
OD2886,Ram,Bakery,Biscuits,Krishnagiri,,South,2081,0.23,811.59,Tamil Nadu,39.0,Very High,Profitable
OD2887,Hafiz,Food Grains,Rice,Pudukottai,2015-05-05,South,2155,0.12,754.25,Tamil Nadu,35.0,Very High,Profitable
OD2888,Hussain,Beverages,Soft Drinks,Ooty,,South,1536,0.2,291.84,Tamil Nadu,18.999999999999996,Very High,Profitable
OD2889,Arvind,Snacks,Noodles,Salem,,South,989,0.35,168.13,Tamil Nadu,17.0,High,Profitable
OD2890,Haseena,Fruits & Veggies,Fresh Fruits,Ooty,,South,886,0.29,256.94,Tamil Nadu,28.999999999999996,High,Profitable
OD2891,Ganesh,Bakery,Breads & Buns,Tenkasi,2018-09-11,South,829,0.27,157.51,Tamil Nadu,19.0,High,Profitable
OD2892,Sudha,"Eggs, Meat & Fish",Chicken,Perambalur,2016-03-01,South,1784,0.26,499.52,Tamil Nadu,27.999999999999996,Very High,Profitable
OD2893,Verma,Snacks,Chocolates,Pudukottai,2018-12-09,South,1534,0.24,291.46,Tamil Nadu,18.999999999999996,Very High,Profitable
OD2894,Veronica,Oil & Masala,Spices,Karur,2018-09-11,South,1486,0.21,297.2,Tamil Nadu,20.0,Very High,Profitable
OD2895,Harish,Beverages,Soft Drinks,Dharmapuri,2017-11-03,South,1559,0.28,265.03,Tamil Nadu,17.0,Very High,Profitable
OD2896,Suresh,Fruits & Veggies,Organic Vegetables,Chennai,,South,1522,0.18,395.72,Tamil Nadu,26.0,Very High,Profitable
OD2897,Ramesh,Food Grains,Rice,Trichy,2018-12-09,South,1227,0.34,441.72,Tamil Nadu,36.00000000000001,Very High,Profitable
OD2898,Malik,Bakery,Biscuits,Madurai,2016-11-08,South,1155,0.11,473.55,Tamil Nadu,41.0,Very High,Profitable
OD2899,Yadav,"Eggs, Meat & Fish",Mutton,Ooty,,South,1231,0.17,147.72,Tamil Nadu,12.0,Very High,Profitable
OD2900,Willams,Bakery,Biscuits,Ooty,,South,965,0.33,328.1,Tamil Nadu,34.0,High,Profitable
OD2901,Komal,Snacks,Cookies,Karur,,South,1422,0.35,597.24,Tamil Nadu,42.0,Very High,Profitable
OD2902,Aditi,Beverages,Health Drinks,Madurai,,South,1567,0.26,564.12,Tamil Nadu,36.0,Very High,Profitable
OD2903,Anu,"Eggs, Meat & Fish",Chicken,Dharmapuri,,South,785,0.23,337.55,Tamil Nadu,43.0,High,Profitable
OD2904,Mathew,Snacks,Cookies,Cumbum,,South,1390,0.15,583.8,Tamil Nadu,42.0,Very High,Profitable
OD2905,James,Snacks,Chocolates,Coimbatore,,South,1887,0.12,207.57,Tamil Nadu,11.0,Very High,Profitable
OD2906,Harish,Snacks,Chocolates,Namakkal,2016-11-08,South,1273,0.34,63.65,Tamil Nadu,5.0,Very High,Profitable
OD2907,Rumaiza,Oil & Masala,Edible Oil & Ghee,Tenkasi,2017-05-09,South,2493,0.1,673.11,Tamil Nadu,27.0,Very High,Profitable
OD2908,Sabeela,"Eggs, Meat & Fish",Mutton,Karur,,South,681,0.23,245.16,Tamil Nadu,36.0,High,Profitable
OD2909,Surya,Fruits & Veggies,Fresh Vegetables,Ooty,2017-02-02,South,1655,0.3,612.35,Tamil Nadu,37.0,Very High,Profitable
OD2910,Suresh,Beverages,Health Drinks,Viluppuram,,South,2195,0.22,285.35,Tamil Nadu,13.0,Very High,Profitable
OD2911,Sudeep,Oil & Masala,Spices,Viluppuram,2017-12-05,South,2100,0.14,315.0,Tamil Nadu,15.0,Very High,Profitable
OD2912,Ganesh,Bakery,Breads & Buns,Karur,,South,2341,0.15,749.12,Tamil Nadu,32.0,Very High,Profitable
OD2913,Surya,Food Grains,Atta & Flour,Theni,,South,1585,0.31,634.0,Tamil Nadu,40.0,Very High,Profitable
OD2914,Surya,Food Grains,Atta & Flour,Vellore,,South,1853,0.29,796.79,Tamil Nadu,43.0,Very High,Profitable
OD2915,Veena,Fruits & Veggies,Fresh Fruits,Kanyakumari,,South,2451,0.21,318.63,Tamil Nadu,13.0,Very High,Profitable
OD2916,Mathew,Food Grains,Organic Staples,Pudukottai,,South,2099,0.29,314.85,Tamil Nadu,15.000000000000002,Very High,Profitable
OD2917,Verma,Fruits & Veggies,Organic Fruits,Trichy,,South,2315,0.28,972.3,Tamil Nadu,42.0,Very High,Profitable
OD2918,James,Beverages,Health Drinks,Coimbatore,,South,1512,0.26,241.92,Tamil Nadu,16.0,Very High,Profitable
OD2919,Verma,Fruits & Veggies,Organic Fruits,Pudukottai,2017-09-04,South,1413,0.3,452.16,Tamil Nadu,32.0,Very High,Profitable
OD2920,Komal,Bakery,Biscuits,Krishnagiri,,South,741,0.1,51.87,Tamil Nadu,6.999999999999999,High,Profitable
OD2921,Ganesh,Bakery,Biscuits,Virudhunagar,2017-09-04,South,1363,0.1,558.83,Tamil Nadu,41.0,Very High,Profitable
OD2922,Yadav,Food Grains,Dals & Pulses,Perambalur,,South,1718,0.24,360.78,Tamil Nadu,21.0,Very High,Profitable
OD2923,Sheeba,Bakery,Breads & Buns,Dindigul,2016-03-09,South,1546,0.26,108.22,Tamil Nadu,6.999999999999999,Very High,Profitable
OD2924,Veena,Fruits & Veggies,Organic Vegetables,Perambalur,2015-04-11,South,1374,0.32,590.82,Tamil Nadu,43.00000000000001,Very High,Profitable
OD2925,Alan,Food Grains,Rice,Karur,,South,2347,0.16,704.1,Tamil Nadu,30.0,Very High,Profitable
OD2926,Komal,"Eggs, Meat & Fish",Chicken,Tirunelveli,,South,1297,0.23,570.68,Tamil Nadu,43.99999999999999,Very High,Profitable
OD2927,Mathew,Bakery,Breads & Buns,Ooty,,South,831,0.28,257.61,Tamil Nadu,31.0,High,Profitable
OD2928,Hussain,Bakery,Breads & Buns,Tenkasi,2018-11-06,South,1506,0.32,677.7,Tamil Nadu,45.0,Very High,Profitable
OD2929,Peer,Snacks,Noodles,Krishnagiri,,South,1171,0.18,363.01,Tamil Nadu,31.0,Very High,Profitable
OD2930,Vidya,Oil & Masala,Edible Oil & Ghee,Salem,,South,689,0.1,172.25,Tamil Nadu,25.0,High,Profitable
OD2931,Esther,Oil & Masala,Edible Oil & Ghee,Dharmapuri,2017-09-05,South,580,0.28,29.0,Tamil Nadu,5.0,High,Profitable
OD2932,Vince,"Eggs, Meat & Fish",Eggs,Coimbatore,2015-04-11,South,2221,0.11,155.47,Tamil Nadu,6.999999999999999,Very High,Profitable
OD2933,Vince,Food Grains,Atta & Flour,Vellore,,South,2377,0.23,499.17,Tamil Nadu,21.000000000000004,Very High,Profitable
OD2934,Veena,"Eggs, Meat & Fish",Mutton,Theni,,South,1353,0.32,148.83,Tamil Nadu,11.000000000000002,Very High,Profitable
OD2935,Vince,Food Grains,Atta & Flour,Tenkasi,,South,2449,0.29,930.62,Tamil Nadu,38.0,Very High,Profitable
OD2936,Sabeela,Fruits & Veggies,Fresh Vegetables,Kanyakumari,2018-11-03,South,2430,0.33,704.7,Tamil Nadu,29.000000000000004,Very High,Profitable
OD2937,Muneer,"Eggs, Meat & Fish",Eggs,Salem,2017-09-05,South,2453,0.14,466.07,Tamil Nadu,19.0,Very High,Profitable
OD2938,Amrish,Snacks,Noodles,Bodi,2017-09-04,South,1857,0.27,315.69,Tamil Nadu,17.0,Very High,Profitable
OD2939,Suresh,Bakery,Breads & Buns,Virudhunagar,,South,1914,0.34,153.12,Tamil Nadu,8.0,Very High,Profitable
OD2940,Malik,Bakery,Biscuits,Coimbatore,,South,853,0.31,110.89,Tamil Nadu,13.0,High,Profitable
OD2941,Sundar,Fruits & Veggies,Fresh Fruits,Tirunelveli,,South,1807,0.11,289.12,Tamil Nadu,16.0,Very High,Profitable
OD2942,James,"Eggs, Meat & Fish",Eggs,Bodi,2016-12-04,South,1571,0.2,518.43,Tamil Nadu,32.99999999999999,Very High,Profitable
OD2943,Shah,Bakery,Breads & Buns,Ooty,2018-11-06,South,2280,0.24,159.6,Tamil Nadu,6.999999999999999,Very High,Profitable
OD2944,Amy,Beverages,Health Drinks,Madurai,,South,1567,0.32,673.81,Tamil Nadu,42.99999999999999,Very High,Profitable
OD2945,James,"Eggs, Meat & Fish",Fish,Viluppuram,,South,1839,0.29,588.48,Tamil Nadu,32.0,Very High,Profitable
OD2946,Sharon,Beverages,Health Drinks,Theni,,South,794,0.12,230.26,Tamil Nadu,28.999999999999996,High,Profitable
OD2947,Krithika,Oil & Masala,Edible Oil & Ghee,Virudhunagar,,South,2374,0.26,593.5,Tamil Nadu,25.0,Very High,Profitable
OD2948,Jonas,Food Grains,Rice,Dindigul,,South,1049,0.23,230.78,Tamil Nadu,22.0,Very High,Profitable
OD2949,Jonas,Snacks,Chocolates,Cumbum,,South,1826,0.35,109.56,Tamil Nadu,6.0,Very High,Profitable
OD2950,Malik,Fruits & Veggies,Organic Vegetables,Perambalur,2018-11-06,South,1077,0.12,463.11,Tamil Nadu,43.0,Very High,Profitable
OD2951,Jonas,Food Grains,Rice,Ooty,,South,2184,0.32,764.4,Tamil Nadu,35.0,Very High,Profitable
OD2952,Roshan,Beverages,Health Drinks,Bodi,2017-10-01,South,1463,0.33,160.93,Tamil Nadu,11.0,Very High,Profitable
OD2953,Roshan,"Eggs, Meat & Fish",Fish,Kanyakumari,,South,1474,0.27,132.66,Tamil Nadu,9.0,Very High,Profitable
OD2954,Sundar,Oil & Masala,Spices,Tenkasi,,South,1499,0.12,89.94,Tamil Nadu,6.0,Very High,Profitable
OD2955,Vidya,Food Grains,Rice,Ramanadhapuram,2017-10-01,South,1216,0.25,474.24,Tamil Nadu,39.0,Very High,Profitable
OD2956,Vince,Beverages,Health Drinks,Perambalur,,South,945,0.35,160.65,Tamil Nadu,17.0,High,Profitable
OD2957,Jackson,Bakery,Cakes,Salem,2016-12-04,South,1916,0.2,402.36,Tamil Nadu,21.000000000000004,Very High,Profitable
OD2958,Jackson,"Eggs, Meat & Fish",Chicken,Tirunelveli,2017-09-05,South,1657,0.13,331.4,Tamil Nadu,20.0,Very High,Profitable
OD2959,Yusuf,Beverages,Health Drinks,Dindigul,2018-11-06,South,1222,0.2,281.06,Tamil Nadu,23.0,Very High,Profitable
OD2960,Sheeba,Food Grains,Rice,Bodi,,South,2397,0.25,958.8,Tamil Nadu,40.0,Very High,Profitable
OD2961,Ramesh,Bakery,Biscuits,Theni,2016-12-12,West,2181,0.17,261.72,Tamil Nadu,12.000000000000002,Very High,Profitable
OD2962,Veena,"Eggs, Meat & Fish",Eggs,Tirunelveli,,West,1591,0.19,556.85,Tamil Nadu,35.0,Very High,Profitable
OD2963,Sudeep,"Eggs, Meat & Fish",Chicken,Tenkasi,2018-01-07,West,970,0.15,48.5,Tamil Nadu,5.0,High,Profitable
OD2964,Jackson,Beverages,Health Drinks,Dharmapuri,,West,1350,0.31,256.5,Tamil Nadu,19.0,Very High,Profitable
OD2965,Ridhesh,Snacks,Cookies,Chennai,,West,1364,0.12,381.92,Tamil Nadu,28.000000000000004,Very High,Profitable
OD2966,Sundar,Oil & Masala,Spices,Salem,,West,530,0.3,190.8,Tamil Nadu,36.00000000000001,High,Profitable
OD2967,Haseena,Fruits & Veggies,Fresh Vegetables,Tenkasi,2017-07-07,West,1779,0.23,142.32,Tamil Nadu,8.0,Very High,Profitable
OD2968,Jackson,Beverages,Soft Drinks,Salem,,West,1586,0.2,713.7,Tamil Nadu,45.0,Very High,Profitable
OD2969,Vinne,Bakery,Breads & Buns,Karur,,West,837,0.13,234.36,Tamil Nadu,28.000000000000004,High,Profitable
OD2970,Alan,Oil & Masala,Masalas,Krishnagiri,,West,2292,0.19,183.36,Tamil Nadu,8.0,Very High,Profitable
OD2971,Ramesh,Food Grains,Organic Staples,Madurai,,West,2213,0.16,531.12,Tamil Nadu,24.0,Very High,Profitable
OD2972,Ganesh,"Eggs, Meat & Fish",Eggs,Karur,,West,1028,0.21,61.68,Tamil Nadu,6.0,Very High,Profitable
OD2973,Verma,Beverages,Health Drinks,Krishnagiri,,West,814,0.35,48.84,Tamil Nadu,6.000000000000001,High,Profitable
OD2974,Akash,Fruits & Veggies,Fresh Fruits,Krishnagiri,2018-05-04,West,892,0.34,240.84,Tamil Nadu,27.0,High,Profitable
OD2975,Veronica,Oil & Masala,Masalas,Virudhunagar,2018-11-12,West,1931,0.16,617.92,Tamil Nadu,31.999999999999996,Very High,Profitable
OD2976,Anu,Food Grains,Atta & Flour,Cumbum,,West,1210,0.1,217.8,Tamil Nadu,18.000000000000004,Very High,Profitable
OD2977,Suresh,"Eggs, Meat & Fish",Eggs,Namakkal,2018-09-09,West,2118,0.24,889.56,Tamil Nadu,42.0,Very High,Profitable
OD2978,Ganesh,Oil & Masala,Spices,Namakkal,,West,2406,0.21,529.32,Tamil Nadu,22.000000000000004,Very High,Profitable
OD2979,Peer,Food Grains,Organic Staples,Ooty,2018-10-12,West,661,0.11,257.79,Tamil Nadu,39.0,High,Profitable
OD2980,Sudeep,Bakery,Biscuits,Bodi,,West,1372,0.2,274.4,Tamil Nadu,20.0,Very High,Profitable
OD2981,Sheeba,Oil & Masala,Edible Oil & Ghee,Tenkasi,,West,1283,0.26,346.41,Tamil Nadu,27.0,Very High,Profitable
OD2982,Alan,Fruits & Veggies,Organic Fruits,Ramanadhapuram,,West,2073,0.22,497.52,Tamil Nadu,24.0,Very High,Profitable
OD2983,Amy,Fruits & Veggies,Organic Vegetables,Theni,,West,967,0.3,367.46,Tamil Nadu,38.0,High,Profitable
OD2984,Jackson,"Eggs, Meat & Fish",Chicken,Karur,2015-04-01,West,827,0.15,49.62,Tamil Nadu,6.0,High,Profitable
OD2985,Esther,Food Grains,Atta & Flour,Pudukottai,2016-04-11,West,1808,0.2,216.96,Tamil Nadu,12.000000000000002,Very High,Profitable
OD2986,Ridhesh,Snacks,Chocolates,Bodi,,West,2167,0.14,303.38,Tamil Nadu,13.999999999999998,Very High,Profitable
OD2987,Malik,Snacks,Cookies,Madurai,,West,1449,0.15,623.07,Tamil Nadu,43.00000000000001,Very High,Profitable
OD2988,Ganesh,Beverages,Soft Drinks,Tenkasi,2018-11-12,West,2351,0.32,399.67,Tamil Nadu,17.0,Very High,Profitable
OD2989,Alan,Fruits & Veggies,Fresh Vegetables,Krishnagiri,,West,1818,0.25,199.98,Tamil Nadu,11.0,Very High,Profitable
OD2990,James,Fruits & Veggies,Fresh Fruits,Cumbum,,West,785,0.28,78.5,Tamil Nadu,10.0,High,Profitable
OD2991,Sharon,Beverages,Soft Drinks,Krishnagiri,2018-12-10,West,2481,0.28,372.15,Tamil Nadu,15.0,Very High,Profitable
OD2992,Suresh,Snacks,Chocolates,Vellore,2015-12-08,West,1479,0.17,473.28,Tamil Nadu,32.0,Very High,Profitable
OD2993,Sudha,Bakery,Breads & Buns,Karur,,West,1097,0.15,87.76,Tamil Nadu,8.0,Very High,Profitable
OD2994,Shah,Beverages,Health Drinks,Viluppuram,2018-06-11,West,607,0.35,242.8,Tamil Nadu,40.0,High,Profitable
OD2995,Muneer,Fruits & Veggies,Organic Fruits,Perambalur,,West,949,0.35,360.62,Tamil Nadu,38.0,High,Profitable
OD2996,Sharon,"Eggs, Meat & Fish",Eggs,Karur,,West,1666,0.3,383.18,Tamil Nadu,23.0,Very High,Profitable
OD2997,Shah,Food Grains,Organic Staples,Virudhunagar,,West,1151,0.35,391.34,Tamil Nadu,34.0,Very High,Profitable
OD2998,Vince,"Eggs, Meat & Fish",Chicken,Kanyakumari,2017-12-08,West,1338,0.17,414.78,Tamil Nadu,31.0,Very High,Profitable
OD2999,Veena,Oil & Masala,Spices,Coimbatore,2018-06-11,West,967,0.33,67.69,Tamil Nadu,6.999999999999999,High,Profitable
OD3000,Malik,Snacks,Noodles,Cumbum,,West,2200,0.26,396.0,Tamil Nadu,18.0,Very High,Profitable
OD3001,Arvind,Fruits & Veggies,Fresh Vegetables,Trichy,2018-05-06,West,1077,0.35,430.8,Tamil Nadu,40.0,Very High,Profitable
OD3002,Alan,Beverages,Soft Drinks,Perambalur,,West,2367,0.15,1065.15,Tamil Nadu,45.0,Very High,Profitable
OD3003,Arvind,Bakery,Breads & Buns,Salem,2015-08-04,West,1075,0.14,301.0,Tamil Nadu,28.000000000000004,Very High,Profitable
OD3004,Veena,Food Grains,Atta & Flour,Theni,2015-09-01,West,1306,0.1,195.9,Tamil Nadu,15.0,Very High,Profitable
OD3005,Vinne,Food Grains,Organic Staples,Namakkal,,West,985,0.33,275.8,Tamil Nadu,28.000000000000004,High,Profitable
OD3006,Veronica,Food Grains,Organic Staples,Viluppuram,2017-11-05,West,527,0.32,126.48,Tamil Nadu,24.000000000000004,High,Profitable
OD3007,Komal,Oil & Masala,Spices,Karur,2017-09-02,West,2194,0.34,987.3,Tamil Nadu,44.99999999999999,Very High,Profitable
OD3008,Hafiz,Food Grains,Dals & Pulses,Viluppuram,2018-11-12,West,1196,0.22,131.56,Tamil Nadu,11.0,Very High,Profitable
OD3009,Haseena,Oil & Masala,Masalas,Kanyakumari,,West,579,0.16,208.44,Tamil Nadu,36.0,High,Profitable
OD3010,Sheeba,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,,West,1609,0.35,257.44,Tamil Nadu,16.0,Very High,Profitable
OD3011,Peer,Oil & Masala,Spices,Salem,2017-11-10,West,2048,0.21,655.36,Tamil Nadu,32.0,Very High,Profitable
OD3012,Ridhesh,"Eggs, Meat & Fish",Mutton,Theni,,West,2461,0.21,959.79,Tamil Nadu,38.99999999999999,Very High,Profitable
OD3013,Suresh,Snacks,Noodles,Bodi,2018-09-12,West,2088,0.11,647.28,Tamil Nadu,31.0,Very High,Profitable
OD3014,Sundar,Oil & Masala,Masalas,Coimbatore,2015-01-06,West,2259,0.35,112.95,Tamil Nadu,5.0,Very High,Profitable
OD3015,Komal,Food Grains,Organic Staples,Namakkal,2018-12-05,West,1390,0.14,542.1,Tamil Nadu,39.0,Very High,Profitable
OD3016,James,Fruits & Veggies,Fresh Fruits,Nagercoil,,West,814,0.14,276.76,Tamil Nadu,34.0,High,Profitable
OD3017,Hussain,Food Grains,Dals & Pulses,Theni,,West,1253,0.27,400.96,Tamil Nadu,32.0,Very High,Profitable
OD3018,Jonas,Bakery,Cakes,Madurai,,West,2093,0.28,732.55,Tamil Nadu,35.0,Very High,Profitable
OD3019,Ram,"Eggs, Meat & Fish",Eggs,Karur,,West,1915,0.2,210.65,Tamil Nadu,11.0,Very High,Profitable
OD3020,Anu,Bakery,Cakes,Coimbatore,2018-06-12,West,2144,0.14,150.08,Tamil Nadu,7.000000000000001,Very High,Profitable
OD3021,Ramesh,"Eggs, Meat & Fish",Fish,Cumbum,2016-07-11,West,2387,0.19,930.93,Tamil Nadu,38.99999999999999,Very High,Profitable
OD3022,Rumaiza,Beverages,Health Drinks,Bodi,2018-01-07,West,739,0.35,162.58,Tamil Nadu,22.000000000000004,High,Profitable
OD3023,Haseena,Oil & Masala,Masalas,Salem,2018-08-03,West,556,0.27,244.64,Tamil Nadu,44.0,High,Profitable
OD3024,Sharon,Snacks,Chocolates,Ramanadhapuram,,West,1174,0.16,117.4,Tamil Nadu,10.0,Very High,Profitable
OD3025,Adavan,Snacks,Chocolates,Ooty,2015-12-12,West,2230,0.19,468.3,Tamil Nadu,21.0,Very High,Profitable
OD3026,Amrish,Oil & Masala,Spices,Vellore,2017-11-06,West,1325,0.14,79.5,Tamil Nadu,6.0,Very High,Profitable
OD3027,Rumaiza,Fruits & Veggies,Fresh Vegetables,Tirunelveli,2018-08-01,West,1905,0.27,476.25,Tamil Nadu,25.0,Very High,Profitable
OD3028,Suresh,"Eggs, Meat & Fish",Fish,Cumbum,2017-12-08,West,2290,0.21,137.4,Tamil Nadu,6.000000000000001,Very High,Profitable
OD3029,Alan,Food Grains,Organic Staples,Karur,,West,593,0.21,166.04,Tamil Nadu,27.999999999999996,High,Profitable
OD3030,Ganesh,Oil & Masala,Masalas,Ramanadhapuram,,West,2448,0.29,538.56,Tamil Nadu,21.999999999999996,Very High,Profitable
